Source title,CiteScore,SNIP,SJR,PC1_score,impact_index,tier
Journal of the Learning Sciences,6.8,2.063,1.361,1.4107149473088687,8.349168505282233,B: Preferred
Learning Environments Research,7.1,2.134,1.222,1.4096032302585098,8.34509774170002,B: Preferred
British Journal of Social Psychology,6.9,1.726,1.665,1.407907230757317,8.338887516712754,B: Preferred
Biology of Sex Differences,7.8,1.376,1.799,1.4032947816959058,8.321998156548718,B: Preferred
Psychosocial Intervention,7.7,1.766,1.429,1.3975776887836584,8.301063932668823,B: Preferred
Annals of Operations Research,9.8,1.618,1.092,1.3912372032608586,8.277847038089904,B: Preferred
Journal of Applied Econometrics,4,1.708,2.305,1.3898361635218468,8.272716864414,B: Preferred
Research in Organizational Behavior,4.3,1.524,2.416,1.3884121713991602,8.267502646216556,B: Preferred
Career Development International,6.5,1.967,1.483,1.3863988090844168,8.260130336881177,B: Preferred
Personnel Review,8.2,1.696,1.366,1.3857207938668556,8.25764765510982,B: Preferred
Journal of Experimental Political Science,8.6,1.457,1.506,1.3827341851970625,8.246711618999376,B: Preferred
Neuroscience of Consciousness,7.6,1.431,1.75,1.3788679768820555,8.23255476136649,B: Preferred
Journal of Autism and Developmental Disorders,8.3,1.793,1.233,1.376402431629641,8.223526698137103,B: Preferred
Learning and Individual Differences,6.2,1.894,1.591,1.3673414446273418,8.190348169575392,B: Preferred
"Cyberpsychology, Behavior, and Social Networking",9,1.51,1.33,1.3619180029370346,8.1704892055377,B: Preferred
Personality and Individual Differences,9.3,1.34,1.419,1.355448502843365,8.14679989955113,B: Preferred
Men and Masculinities,6.3,2.342,1.106,1.3536302034945857,8.140141850393581,B: Preferred
Psychology of Sexual Orientation and Gender Diversity,7.9,1.467,1.591,1.3444822436117636,8.106644854075567,B: Preferred
Discourse and Society,5.6,2.413,1.174,1.3416419923278315,8.096244733390872,B: Preferred
Governance,6,2.057,1.426,1.3368565451638488,8.078721907746104,B: Preferred
Early Childhood Research Quarterly,6,1.913,1.565,1.335348556034806,8.073200118522038,B: Preferred
Journal of Innovation and Entrepreneurship,8.6,2.004,0.889,1.33401319209893,8.06831042929994,B: Preferred
TQM Journal,10.3,1.633,0.87,1.3331887224550194,8.065291476770616,B: Preferred
Social Studies of Science,6.3,2.117,1.293,1.3328041365561314,8.063883242300415,B: Preferred
Gifted Child Quarterly,5.6,2.238,1.324,1.3282311983861348,8.047138558785731,B: Preferred
Economy and Society,5.9,2.148,1.343,1.3270182938820525,8.04269727808186,B: Preferred
Emotion Review,7.7,1.668,1.407,1.325212906421329,8.036086508260055,B: Preferred
European Journal of Ageing,7.7,1.594,1.47,1.3192798404908548,8.014361458065986,B: Preferred
Journal of Interpersonal Violence,8,1.565,1.426,1.3161861575682512,8.00303334919855,B: Preferred
Public Policy and Administration,7.9,1.986,1.034,1.3156416608337071,8.001039570766439,B: Preferred
Mindfulness,6.9,1.401,1.82,1.307395880070369,7.970846075013648,B: Preferred
Methods in Psychology,5.6,2.011,1.503,1.3013083043587799,7.9485552578468965,B: Preferred
Child Maltreatment,7.6,1.869,1.19,1.2995056217143617,7.941954392224824,B: Preferred
Journal of Research in Crime and Delinquency,6.1,1.945,1.45,1.2979740407279867,7.936346216924702,B: Preferred
Journal of Marriage and Family,6.3,1.732,1.609,1.2947346698035516,7.924484643708553,B: Preferred
European Sociological Review,5.9,1.919,1.515,1.2946104099144289,7.924029642473116,B: Preferred
Development and Psychopathology,8.1,1.35,1.573,1.2906499325720684,7.9095276008535675,B: Preferred
Management Learning,6.1,1.703,1.672,1.2883441698429619,7.901084611746004,B: Preferred
European Union Politics,5.7,1.772,1.683,1.2815371464693037,7.87615940002615,B: Preferred
Journal of Information Technology and Politics,7,1.862,1.3,1.280084183084493,7.870839098038098,B: Preferred
British Journal of Health Psychology,8.9,1.3,1.415,1.2739478426986504,7.848369719734784,B: Preferred
Journal of Multilingual and Multicultural Development,7.2,2.021,1.088,1.2734493913888885,7.846544545389719,B: Preferred
Journal of Cybersecurity,8.1,1.966,0.938,1.2723893523432308,7.842663010658021,B: Preferred
Cultural Diversity and Ethnic Minority Psychology,7.3,1.609,1.467,1.2714495897405225,7.839221891015397,B: Preferred
Human Communication Research,5.9,1.785,1.602,1.2672975385557559,7.824018365308041,B: Preferred
Small Group Research,7.1,1.79,1.32,1.2627969280510127,7.807538523306408,B: Preferred
Journal of Applied Behavior Analysis,5.9,1.82,1.557,1.260802140114617,7.800234227592765,B: Preferred
Journal of Consumer Behaviour,8.7,1.41,1.327,1.2587179613339068,7.7926026102881645,B: Preferred
European Political Science Review,5.1,1.881,1.661,1.251076738411064,7.764622818138853,B: Preferred
Scientometrics,7.6,1.825,1.152,1.24980895226975,7.759980577874183,B: Preferred
Counseling Outcome Research and Evaluation,6.8,2.054,1.105,1.2486750527098027,7.755828588810928,B: Preferred
European Psychologist,8.6,1.395,1.341,1.2445150287775928,7.740595869371292,B: Preferred
Social Forces,5.6,1.851,1.566,1.2436836527349504,7.737551627748461,B: Preferred
Current Research in Behavioral Sciences,11.3,1.257,0.863,1.2404322251268416,7.7256459066901915,B: Preferred
"Anxiety, Stress and Coping",8,1.402,1.458,1.2377913594870653,7.715975874492295,B: Preferred
Psychology of Sport and Exercise,6.9,1.65,1.45,1.230681307607335,7.68994106621953,B: Preferred
Metaphor and Symbol,4.4,2.363,1.303,1.225483596345374,7.670908657110373,B: Preferred
European Journal of Special Needs Education,6.5,2.12,1.064,1.2220019811458382,7.658160060372582,B: Preferred
Reviews on Environmental Health,10.2,1.383,0.956,1.2217878013683572,7.657375800350722,B: Preferred
Cognition,6.2,1.546,1.686,1.216295371174258,7.6372642217752436,B: Preferred
Minerva,5.9,2.24,1.068,1.2140610534011778,7.629082841972881,B: Preferred
Television and New Media,5.7,2.24,1.11,1.2122528568670776,7.622461786194232,B: Preferred
ELT Journal,6.3,1.903,1.302,1.2096827716103529,7.613050929841096,B: Preferred
Geoforum,7.1,1.676,1.345,1.2095714524756176,7.6126433136409695,B: Preferred
Journal of Urban Health,7,1.382,1.653,1.2075515205886325,7.6052469485663865,B: Preferred
Counselling and Psychotherapy Research,5.6,2.03,1.326,1.2044333630994692,7.593829221415044,B: Preferred
Cultural Trends,5.8,2.349,0.967,1.2040289025426165,7.592348212101796,B: Preferred
International Journal for the Psychology of Religion,6.2,1.857,1.36,1.2037676601462364,7.5913916233430205,B: Preferred
Behaviour and Information Technology,8.6,1.569,1.103,1.2034830886897616,7.590349610790293,B: Preferred
Social Policy and Administration,7.4,1.841,1.104,1.2025524515575448,7.586941905794797,B: Preferred
Attachment and Human Development,6.8,1.619,1.455,1.20135480151457,7.582556482203781,B: Preferred
Appetite,9.3,1.322,1.184,1.200847603816264,7.580699281292292,B: Preferred
Early Childhood Education Journal,6.2,2.032,1.179,1.1982115024803452,7.571046694499797,B: Preferred
Applied Psycholinguistics,5.7,2.013,1.309,1.1975667058123602,7.568685648770472,B: Preferred
Research in Transportation Business and Management,8.7,1.44,1.196,1.1965992433608128,7.56514310085898,B: Preferred
Sociology of Race and Ethnicity,5.2,1.969,1.454,1.1910728426257853,7.544907132682001,B: Preferred
European Journal of Psychology of Education,5.5,2.059,1.298,1.1909801280972168,7.54456764078852,B: Preferred
Psychology and Sexuality,6.2,1.911,1.252,1.1701467553898213,7.468282281231807,B: Preferred
British Journal of Sociology,5,2.08,1.347,1.1648191203869591,7.448774131615879,B: Preferred
Cognitive Psychology,5,1.769,1.651,1.163886414145079,7.445358850181523,B: Preferred
Journal of Family Violence,8,1.482,1.243,1.1543315685250302,7.410371964290714,B: Preferred
International Journal of Gender and Entrepreneurship,8.4,1.628,1.009,1.1539278719871675,7.408893752578422,B: Preferred
Journal of Career Development,7.4,1.696,1.162,1.1508845884393968,7.397750190614865,B: Preferred
Econometric Theory,2.3,1.323,2.674,1.1503985330453264,7.395970406274523,B: Preferred
Chinese Sociological Review,7.5,1.644,1.189,1.1499014924447948,7.394150397509818,B: Preferred
Terrorism and Political Violence,6.1,2.094,1.057,1.1470807188541459,7.383821598106429,B: Preferred
Journal of Environmental Informatics,10.1,0.895,1.333,1.145378032451961,7.377586887758405,B: Preferred
Journal of Racial and Ethnic Health Disparities,7.5,1.359,1.46,1.144405848996054,7.374027052990864,B: Preferred
Journal of Sport Management,5.9,1.827,1.352,1.139582979294541,7.356367197601991,B: Preferred
Science and Engineering Ethics,7.3,1.902,0.961,1.1379720228601533,7.350468373990784,B: Preferred
Obesity Facts,8,1.302,1.39,1.1360799383878237,7.343540146559222,B: Preferred
Journal of Sport and Social Issues,7.1,1.815,1.085,1.1340418218705894,7.33607719499975,B: Preferred
Sex Roles,6.1,1.861,1.264,1.1336828752889474,7.3347628437697905,B: Preferred
International Journal of Urban and Regional Research,5.7,1.785,1.417,1.1266023092822193,7.308836003633312,B: Preferred
Social Cognitive and Affective Neuroscience,7.9,1.224,1.469,1.1237793286474493,7.2984991227177884,B: Preferred
Advances in Simulation,5.5,2.165,1.082,1.1225361886845409,7.293947129126462,B: Preferred
Electron,3.7,1.38,2.251,1.1183896187561093,7.2787636740824695,B: Preferred
Policy Sciences,7,1.677,1.217,1.1181046840123405,7.2777203312841685,B: Preferred
Journal of Global Fashion Marketing,9,1.263,1.171,1.11617285367365,7.2706465667977644,B: Preferred
Space Policy,4.9,2.144,1.227,1.1161141409578692,7.270431579013656,B: Preferred
Journal of Community Health,9.5,1.189,1.131,1.1159839533756895,7.269954872401822,B: Preferred
Punishment and Society,5.3,2.102,1.176,1.114676432034166,7.265167134138455,B: Preferred
Behavioural Public Policy,8.5,1.412,1.134,1.1143301647711608,7.2638992106470415,B: Preferred
Health and Place,7.7,1.266,1.456,1.113564816835351,7.261096743505055,B: Preferred
Psychology and Aging,6.3,1.453,1.585,1.112353457207943,7.256661119661178,B: Preferred
Public Understanding of Science,7.4,1.646,1.144,1.1098182722678862,7.247378057460388,B: Preferred
British Journal of Criminology,6.2,1.823,1.238,1.108687319715774,7.243236859427252,B: Preferred
Social and Personality Psychology Compass,5.3,1.606,1.652,1.1077826996212632,7.239924420767356,B: Preferred
"Psychology and Psychotherapy: Theory, Research and Practice",7.4,1.436,1.341,1.1041265510645917,7.22653673692203,B: Preferred
Annals of Behavioral Medicine,7.3,1.304,1.491,1.102808871581253,7.221711802688924,B: Preferred
Language in Society,5.3,1.975,1.28,1.101972246851694,7.218648341999921,B: Preferred
International Review of Administrative Sciences,7.5,1.621,1.133,1.1018141182731866,7.218069324111792,B: Preferred
Child Abuse and Neglect,6.1,1.555,1.497,1.0923150562438178,7.183286700456014,B: Preferred
Journal of Human Rights and the Environment,4.8,2.318,1.037,1.090697705616049,7.177364463288681,B: Preferred
Games and Culture,6.9,1.983,0.888,1.0869834584004905,7.163764040145441,B: Preferred
Global Networks,6.6,1.647,1.285,1.0866669480683484,7.162605077320268,B: Preferred
Information Society,6.3,1.756,1.245,1.0864515064996934,7.161816197009857,B: Preferred
Psychology of Religion and Spirituality,6.3,1.611,1.387,1.0861779638666234,7.160814568593234,B: Preferred
Social Science Research,5,1.869,1.423,1.0844940392492843,7.15464855809151,B: Preferred
Journal of European Integration,5.7,1.83,1.3,1.0820652856388127,7.145755214461953,B: Preferred
Applied Psychology: Health and Well-Being,7.1,1.36,1.441,1.0783712945686934,7.1322289630507605,B: Preferred
Journal of Creative Behavior,7.3,1.644,1.115,1.0771201866693967,7.127647793343744,B: Preferred
PSU Research Review,6.1,2.461,0.581,1.0764370727270158,7.125146441620974,B: Preferred
Educational Psychology,6.8,1.509,1.355,1.0740539421598811,7.1164201554484094,B: Preferred
Research and Practice for Persons with Severe Disabilities,3.9,2.236,1.288,1.0712073985341113,7.105996994156399,B: Preferred
Journal of Migration and Health,6.5,1.388,1.529,1.0665267119162187,7.088857769191089,B: Preferred
"Housing, Theory and Society",6.4,1.747,1.194,1.0635909057584825,7.078107756148206,B: Preferred
British Journal of Psychology,7,1.43,1.37,1.063252725122102,7.076869443379374,B: Preferred
Transportation Research Part F: Traffic Psychology and Behaviour,7,1.648,1.153,1.0615162229521409,7.070510910161204,B: Preferred
Politics and Gender,5.3,1.78,1.405,1.0612442251957452,7.0695149386045735,B: Preferred
Asian Journal of Social Health and Behavior,9.7,1.06,1.117,1.0573862115314487,7.05538808724502,B: Preferred
European Journal of Cultural Studies,5.1,2.22,1.01,1.0565317726755183,7.052259396741597,B: Preferred
Sociologia Ruralis,7.5,1.468,1.202,1.0520679441906076,7.035914239106606,B: Preferred
Cleaner and Responsible Consumption,7.9,1.374,1.198,1.0481312038566206,7.02149911506128,B: Preferred
Research and Practice in Technology Enhanced Learning,8.2,1.634,0.865,1.0419243555070745,6.998771558428501,B: Preferred
Industrial and Organizational Psychology,9.5,1.019,1.176,1.0413355835772586,6.996615657941637,B: Preferred
Journal of Experimental Education,7.1,1.641,1.101,1.0392459149621436,6.988963938563438,B: Preferred
Social and Cultural Geography,6.6,1.725,1.12,1.032596884638062,6.964617248466736,B: Preferred
International Journal of the History of Sport,1.4,3.785,0.259,1.0288596203142408,6.950932543800555,B: Preferred
"Discourse, Context and Media",5.8,1.847,1.171,1.027109076002306,6.94452259260679,B: Preferred
Law and Society Review,4.9,1.931,1.286,1.0241856983936073,6.933818089061838,B: Preferred
Journal of Research in Reading,5.2,1.977,1.171,1.0227314491623454,6.9284930787022585,B: Preferred
Philosophy and Phenomenological Research,3.3,2.002,1.573,1.0224157172823596,6.927336966327823,B: Preferred
Ageing and Society,7.1,1.551,1.159,1.0206366240897462,6.920822477973509,B: Preferred
Sociological Review,4.5,2.163,1.142,1.0205175038194136,6.920386296430538,B: Preferred
"Pedagogy, Culture and Society",5.6,1.997,1.055,1.0187903524727797,6.9140620030318,B: Preferred
Forest Policy and Economics,7.5,1.409,1.205,1.0184406235910617,6.9127814041645905,B: Preferred
Journal of Current Southeast Asian Affairs,5.6,2.296,0.76,1.0180168136532735,6.911229543410119,B: Preferred
Canadian Journal of School Psychology,6.4,1.761,1.101,1.0151049602346358,6.90056723788057,B: Preferred
American Journal of Community Psychology,6.4,1.492,1.365,1.0149434959442358,6.899976005648433,B: Preferred
Cognitive Research: Principles and Implications,6.4,1.559,1.291,1.0099388985903,6.881650719870483,B: Preferred
Journal of Economic Inequality,5.4,1.775,1.294,1.0040776553363124,6.860188662076977,B: Preferred
Disability and Society,5.7,2.054,0.951,1.0031726695489795,6.856874884363208,B: Preferred
Journal of LGBT Youth,5.3,1.937,1.147,0.9977574379865901,6.83704598327159,B: Preferred
Evolutionary Anthropology,7,1.285,1.405,0.997512607585421,6.836149490157109,B: Preferred
Futures,6.8,1.611,1.12,0.9915808371235088,6.814429183567758,B: Preferred
JMIR Aging,6.6,1.422,1.35,0.9911967489968049,6.813022771785153,B: Preferred
Journal of Criminal Justice,5.5,1.767,1.256,0.9897720024772385,6.807805791219941,B: Preferred
Foods,8.7,1.27,1.021,0.9873467008633688,6.79892508773299,B: Preferred
Nonprofit and Voluntary Sector Quarterly,5.8,1.837,1.112,0.9850000347337979,6.790332323039143,B: Preferred
Ethnic and Racial Studies,5.5,1.983,1.036,0.9849978589615364,6.7903243560348745,B: Preferred
Developmental Psychology,5.4,1.464,1.567,0.9841779974868444,6.7873222771942565,B: Preferred
Global Health Research and Policy,7.3,1.356,1.242,0.9817167989678974,6.778310130356808,B: Preferred
BMC Medical Ethics,6.2,1.761,1.082,0.9759746976339913,6.757284333380949,B: Preferred
International Review for the Sociology of Sport,6.2,1.839,1,0.9726871175401507,6.7452462331149725,B: Preferred
Agriculture and Human Values,7.3,1.506,1.076,0.970311574783416,6.7365477311544355,B: Preferred
